id,date,student_id,subject_id,teacher_id
931,2020-03-07,3,24,28
932,2022-08-26,32,22,57
933,2022-02-03,54,41,96
934,2020-02-13,86,26,88
935,2021-09-16,33,65,23
936,2022-02-21,46,56,5
937,2022-09-29,44,34,95
938,2022-09-05,32,72,90
939,2022-05-03,19,58,73
940,2020-05-15,45,11,45
941,2021-02-23,7,32,55
942,2020-05-25,19,35,88
943,2021-04-16,40,47,25
944,2021-04-17,2,47,32
945,2022-01-05,29,53,4
946,2021-04-14,49,24,22
947,2021-06-01,22,37,30
948,2022-09-28,42,68,4
949,2022-11-22,49,6,1
950,2022-10-04,28,19,63
951,2022-11-19,86,65,62
952,2021-04-08,2,22,22
953,2020-01-02,6,34,11
954,2021-07-07,80,45,67
955,2021-11-20,7,59,41
956,2021-02-09,97,45,13
957,2021-12-26,71,63,71
958,2022-05-14,35,25,15
959,2021-03-22,65,60,5
960,2022-09-27,76,61,73
961,2021-04-09,55,8,45
962,2020-08-22,4,61,37
963,2021-04-23,3,35,43
964,2020-10-11,71,2,79
965,2020-09-20,87,51,17
966,2020-12-28,50,54,34
967,2021-03-08,94,15,11
968,2022-06-26,37,51,58
969,2022-09-24,99,50,78
970,2022-11-11,25,60,35
971,2022-10-24,8,62,75
972,2021-06-03,73,23,32
973,2020-12-05,19,22,21
974,2022-08-16,61,62,18
975,2022-08-24,36,63,22
976,2020-05-13,95,36,53
977,2022-01-09,25,6,53
978,2020-07-10,10,14,93
979,2022-11-28,27,49,60
980,2021-07-03,15,17,24
981,2021-09-21,46,69,15
982,2021-04-09,13,27,38
983,2020-05-15,93,41,23
984,2020-10-23,37,51,43
985,2021-02-08,20,46,13
986,2020-07-14,5,47,69
987,2020-02-06,9,49,69
988,2022-11-10,48,39,5
989,2021-12-26,49,42,98
990,2022-07-18,28,1,52
991,2021-08-08,33,70,4
992,2020-11-08,49,43,97
993,2021-03-29,26,55,13
994,2022-12-13,73,53,92
995,2021-04-05,69,68,26
996,2020-02-13,7,18,9
997,2022-08-04,17,25,27
998,2021-02-27,65,41,58
999,2022-06-30,45,35,95
1000,2021-03-30,51,46,8
